Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Vivaan Kapoor,PhD22202,ECE,2021,202,DBMS,7,920,8
Aditya Kapoor,MT22203,CSAM,2022,OS,601,8,SEC,9
Vihaan Kapoor,MT22204,CSD,2023,401,ML,9,111,10
Arjun Kapoor,PhD22205,CSB,2020,DBMS,815,10,COA,6
Sai Kapoor,MT22206,CSE,2021,601,CV,6,333,7
Arnav Kapoor,MT22207,ECE,2022,ML,1005,7,WEB,8
Ayaan Kapoor,PhD22208,CSAM,2023,815,TOC,8,555,9
Krishna Kapoor,MT22209,CSD,2020,CV,222,9,CLOUD,10
Ishaan Kapoor,MT22210,CSB,2021,1005,ALGO,10,777,6
Shaurya Kapoor,PhD22211,CSE,2022,TOC,444,6,CYBER,7
Atharv Kapoor,MT22212,ECE,2023,222,MOBILE,7,999,8
Advik Kapoor,MT22213,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Kapoor,PhD22214,CSD,2021,444,IOT,9,101,10
Reyansh Kapoor,MT22215,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Kapoor,MT22216,CSE,2023,666,GAME,6,303,7
Diya Kapoor,PhD22217,ECE,2020,IOT,1111,7,CN,8
Saanvi Kapoor,MT22218,CSAM,2021,888,OOPD,8,523,9
Ananya Kapoor,MT22219,CSD,2022,GAME,202,9,AI,10
Pari Kapoor,PhD22220,CSB,2023,1111,OS,10,702,6
Navya Kapoor,MT22221,CSE,2020,OOPD,401,6,NLP,7
Angel Kapoor,MT22222,ECE,2021,202,DBMS,7,920,8
Ira Kapoor,PhD22223,CSAM,2022,OS,601,8,SEC,9
Prisha Kapoor,MT22224,CSD,2023,401,ML,9,111,10
Anaya Kapoor,MT22225,CSB,2020,DBMS,815,10,COA,6
Ravi Kapoor,PhD22226,CSE,2021,601,CV,6,333,7
Priya Kapoor,MT22227,ECE,2022,ML,1005,7,WEB,8
Amit Kapoor,MT22228,CSAM,2023,815,TOC,8,555,9
Sneha Kapoor,PhD22229,CSD,2020,CV,222,9,CLOUD,10
Karan Kapoor,MT22230,CSB,2021,1005,ALGO,10,777,6
Nisha Kapoor,MT22231,CSE,2022,TOC,444,6,CYBER,7
Rahul Kapoor,PhD22232,ECE,2023,222,MOBILE,7,999,8
Divya Kapoor,MT22233,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Kapoor,MT22234,CSD,2021,444,IOT,9,101,10
Rohan Kapoor,PhD22235,CSB,2022,MOBILE,888,10,DSA,6
Anjali Kapoor,MT22236,CSE,2023,666,GAME,6,303,7
Vikram Kapoor,MT22237,ECE,2020,IOT,1111,7,CN,8
Pooja Kapoor,PhD22238,CSAM,2021,888,OOPD,8,523,9
Aryan Kapoor,MT22239,CSD,2022,GAME,202,9,AI,10
Kavya Kapoor,MT22240,CSB,2023,1111,OS,10,702,6
Aakash Kapoor,PhD22241,CSE,2020,OOPD,401,6,NLP,7
Simran Kapoor,MT22242,ECE,2021,202,DBMS,7,920,8
Varun Kapoor,MT22243,CSAM,2022,OS,601,8,SEC,9
Tanvi Kapoor,PhD22244,CSD,2023,401,ML,9,111,10
Nikhil Kapoor,MT22245,CSB,2020,DBMS,815,10,COA,6
Ritu Kapoor,MT22246,CSE,2021,601,CV,6,333,7
Siddharth Kapoor,PhD22247,ECE,2022,ML,1005,7,WEB,8
Neha Kapoor,MT22248,CSAM,2023,815,TOC,8,555,9
Kunal Kapoor,MT22249,CSD,2020,CV,222,9,CLOUD,10
Shruti Kapoor,PhD22250,CSB,2021,1005,ALGO,10,777,6
Aarav Bansal,MT22251,CSE,2022,TOC,444,6,CYBER,7
Vivaan Bansal,MT22252,ECE,2023,222,MOBILE,7,999,8
Aditya Bansal,PhD22253,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Bansal,MT22254,CSD,2021,444,IOT,9,101,10
Arjun Bansal,MT22255,CSB,2022,MOBILE,888,10,DSA,6
Sai Bansal,PhD22256,CSE,2023,666,GAME,6,303,7
Arnav Bansal,MT22257,ECE,2020,IOT,1111,7,CN,8
Ayaan Bansal,MT22258,CSAM,2021,888,OOPD,8,523,9
Krishna Bansal,PhD22259,CSD,2022,GAME,202,9,AI,10
Ishaan Bansal,MT22260,CSB,2023,1111,OS,10,702,6
Shaurya Bansal,MT22261,CSE,2020,OOPD,401,6,NLP,7
Atharv Bansal,PhD22262,ECE,2021,202,DBMS,7,920,8
Advik Bansal,MT22263,CSAM,2022,OS,601,8,SEC,9
Pranav Bansal,MT22264,CSD,2023,401,ML,9,111,10
Reyansh Bansal,PhD22265,CSB,2020,DBMS,815,10,COA,6
Aaradhya Bansal,MT22266,CSE,2021,601,CV,6,333,7
Diya Bansal,MT22267,ECE,2022,ML,1005,7,WEB,8
Saanvi Bansal,PhD22268,CSAM,2023,815,TOC,8,555,9
Ananya Bansal,MT22269,CSD,2020,CV,222,9,CLOUD,10
Pari Bansal,MT22270,CSB,2021,1005,ALGO,10,777,6
Navya Bansal,PhD22271,CSE,2022,TOC,444,6,CYBER,7
Angel Bansal,MT22272,ECE,2023,222,MOBILE,7,999,8
Ira Bansal,MT22273,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Bansal,PhD22274,CSD,2021,444,IOT,9,101,10
Anaya Bansal,MT22275,CSB,2022,MOBILE,888,10,DSA,6
Ravi Bansal,MT22276,CSE,2023,666,GAME,6,303,7
Priya Bansal,PhD22277,ECE,2020,IOT,1111,7,CN,8
Amit Bansal,MT22278,CSAM,2021,888,OOPD,8,523,9
Sneha Bansal,MT22279,CSD,2022,GAME,202,9,AI,10
Karan Bansal,PhD22280,CSB,2023,1111,OS,10,702,6
Nisha Bansal,MT22281,CSE,2020,OOPD,401,6,NLP,7
Rahul Bansal,MT22282,ECE,2021,202,DBMS,7,920,8
Divya Bansal,PhD22283,CSAM,2022,OS,601,8,SEC,9
Meera Bansal,MT22284,CSD,2023,401,ML,9,111,10
Rohan Bansal,MT22285,CSB,2020,DBMS,815,10,COA,6
Anjali Bansal,PhD22286,CSE,2021,601,CV,6,333,7
Vikram Bansal,MT22287,ECE,2022,ML,1005,7,WEB,8
Pooja Bansal,MT22288,CSAM,2023,815,TOC,8,555,9
Aryan Bansal,PhD22289,CSD,2020,CV,222,9,CLOUD,10
Kavya Bansal,MT22290,CSB,2021,1005,ALGO,10,777,6
Aakash Bansal,MT22291,CSE,2022,TOC,444,6,CYBER,7
Simran Bansal,PhD22292,ECE,2023,222,MOBILE,7,999,8
Varun Bansal,MT22293,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Bansal,MT22294,CSD,2021,444,IOT,9,101,10
Nikhil Bansal,PhD22295,CSB,2022,MOBILE,888,10,DSA,6
Ritu Bansal,MT22296,CSE,2023,666,GAME,6,303,7
Siddharth Bansal,MT22297,ECE,2020,IOT,1111,7,CN,8
Neha Bansal,PhD22298,CSAM,2021,888,OOPD,8,523,9
Kunal Bansal,MT22299,CSD,2022,GAME,202,9,AI,10
Shruti Bansal,MT22300,CSB,2023,1111,OS,10,702,6
Aarav Khanna,2021007,CS,2020,OOPD,401,6,NLP,7
Vivaan Khanna,MT22302,ECE,2021,202,DBMS,7,920,8
Aditya Khanna,MT22303,CSAM,2022,OS,601,8,SEC,9
Vihaan Khanna,PhD22304,CSD,2023,401,ML,9,111,10
Arjun Khanna,MT22305,CSB,2020,DBMS,815,10,COA,6
Sai Khanna,MT22306,CSE,2021,601,CV,6,333,7
Arnav Khanna,PhD22307,ECE,2022,ML,1005,7,WEB,8
Ayaan Khanna,MT22308,CSAM,2023,815,TOC,8,555,9
Krishna Khanna,MT22309,CSD,2020,CV,222,9,CLOUD,10
Ishaan Khanna,PhD22310,CSB,2021,1005,ALGO,10,777,6
Shaurya Khanna,MT22311,CSE,2022,TOC,444,6,CYBER,7
Atharv Khanna,MT22312,ECE,2023,222,MOBILE,7,999,8
Advik Khanna,PhD22313,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Khanna,MT22314,CSD,2021,444,IOT,9,101,10
Reyansh Khanna,MT22315,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Khanna,PhD22316,CSE,2023,666,GAME,6,303,7
Diya Khanna,MT22317,ECE,2020,IOT,1111,7,CN,8
Saanvi Khanna,MT22318,CSAM,2021,888,OOPD,8,523,9
Ananya Khanna,PhD22319,CSD,2022,GAME,202,9,AI,10
Pari Khanna,MT22320,CSB,2023,1111,OS,10,702,6
Navya Khanna,MT22321,CSE,2020,OOPD,401,6,NLP,7
Angel Khanna,PhD22322,ECE,2021,202,DBMS,7,920,8
Ira Khanna,MT22323,CSAM,2022,OS,601,8,SEC,9
Prisha Khanna,MT22324,CSD,2023,401,ML,9,111,10
Anaya Khanna,PhD22325,CSB,2020,DBMS,815,10,COA,6
Ravi Khanna,MT22326,CSE,2021,601,CV,6,333,7
Priya Khanna,MT22327,ECE,2022,ML,1005,7,WEB,8
Amit Khanna,PhD22328,CSAM,2023,815,TOC,8,555,9
Sneha Khanna,MT22329,CSD,2020,CV,222,9,CLOUD,10
Karan Khanna,MT22330,CSB,2021,1005,ALGO,10,777,6
Nisha Khanna,PhD22331,CSE,2022,TOC,444,6,CYBER,7
Rahul Khanna,MT22332,ECE,2023,222,MOBILE,7,999,8
Divya Khanna,MT22333,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Khanna,PhD22334,CSD,2021,444,IOT,9,101,10
Rohan Khanna,MT22335,CSB,2022,MOBILE,888,10,DSA,6
Anjali Khanna,MT22336,CSE,2023,666,GAME,6,303,7
Vikram Khanna,PhD22337,ECE,2020,IOT,1111,7,CN,8
Pooja Khanna,MT22338,CSAM,2021,888,OOPD,8,523,9
Aryan Khanna,MT22339,CSD,2022,GAME,202,9,AI,10
Kavya Khanna,PhD22340,CSB,2023,1111,OS,10,702,6
Aakash Khanna,MT22341,CSE,2020,OOPD,401,6,NLP,7
Simran Khanna,MT22342,ECE,2021,202,DBMS,7,920,8
Varun Khanna,PhD22343,CSAM,2022,OS,601,8,SEC,9
Tanvi Khanna,MT22344,CSD,2023,401,ML,9,111,10
Nikhil Khanna,MT22345,CSB,2020,DBMS,815,10,COA,6
Ritu Khanna,PhD22346,CSE,2021,601,CV,6,333,7
Siddharth Khanna,MT22347,ECE,2022,ML,1005,7,WEB,8
Neha Khanna,MT22348,CSAM,2023,815,TOC,8,555,9
Kunal Khanna,PhD22349,CSD,2020,CV,222,9,CLOUD,10
Shruti Khanna,MT22350,CSB,2021,1005,ALGO,10,777,6
Aarav Bhatia,MT22351,CSE,2022,TOC,444,6,CYBER,7
Vivaan Bhatia,PhD22352,ECE,2023,222,MOBILE,7,999,8
Aditya Bhatia,MT22353,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Bhatia,MT22354,CSD,2021,444,IOT,9,101,10
Arjun Bhatia,PhD22355,CSB,2022,MOBILE,888,10,DSA,6
Sai Bhatia,MT22356,CSE,2023,666,GAME,6,303,7
Arnav Bhatia,MT22357,ECE,2020,IOT,1111,7,CN,8
Ayaan Bhatia,PhD22358,CSAM,2021,888,OOPD,8,523,9
Krishna Bhatia,MT22359,CSD,2022,GAME,202,9,AI,10
Ishaan Bhatia,MT22360,CSB,2023,1111,OS,10,702,6
Shaurya Bhatia,PhD22361,CSE,2020,OOPD,401,6,NLP,7
Atharv Bhatia,MT22362,ECE,2021,202,DBMS,7,920,8
Advik Bhatia,MT22363,CSAM,2022,OS,601,8,SEC,9
Pranav Bhatia,PhD22364,CSD,2023,401,ML,9,111,10
Reyansh Bhatia,MT22365,CSB,2020,DBMS,815,10,COA,6
Aaradhya Bhatia,MT22366,CSE,2021,601,CV,6,333,7
Diya Bhatia,PhD22367,ECE,2022,ML,1005,7,WEB,8
Saanvi Bhatia,MT22368,CSAM,2023,815,TOC,8,555,9
Ananya Bhatia,MT22369,CSD,2020,CV,222,9,CLOUD,10
Pari Bhatia,PhD22370,CSB,2021,1005,ALGO,10,777,6
Navya Bhatia,MT22371,CSE,2022,TOC,444,6,CYBER,7
Angel Bhatia,MT22372,ECE,2023,222,MOBILE,7,999,8
Ira Bhatia,PhD22373,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Bhatia,MT22374,CSD,2021,444,IOT,9,101,10
Anaya Bhatia,MT22375,CSB,2022,MOBILE,888,10,DSA,6
Ravi Bhatia,PhD22376,CSE,2023,666,GAME,6,303,7
Priya Bhatia,MT22377,ECE,2020,IOT,1111,7,CN,8
Amit Bhatia,MT22378,CSAM,2021,888,OOPD,8,523,9
Sneha Bhatia,PhD22379,CSD,2022,GAME,202,9,AI,10
Karan Bhatia,MT22380,CSB,2023,1111,OS,10,702,6
Nisha Bhatia,MT22381,CSE,2020,OOPD,401,6,NLP,7
Rahul Bhatia,PhD22382,ECE,2021,202,DBMS,7,920,8
Divya Bhatia,MT22383,CSAM,2022,OS,601,8,SEC,9
Meera Bhatia,MT22384,CSD,2023,401,ML,9,111,10
Rohan Bhatia,PhD22385,CSB,2020,DBMS,815,10,COA,6
Anjali Bhatia,MT22386,CSE,2021,601,CV,6,333,7
Vikram Bhatia,MT22387,ECE,2022,ML,1005,7,WEB,8
Pooja Bhatia,PhD22388,CSAM,2023,815,TOC,8,555,9
Aryan Bhatia,MT22389,CSD,2020,CV,222,9,CLOUD,10
Kavya Bhatia,MT22390,CSB,2021,1005,ALGO,10,777,6
Aakash Bhatia,PhD22391,CSE,2022,TOC,444,6,CYBER,7
Simran Bhatia,MT22392,ECE,2023,222,MOBILE,7,999,8
Varun Bhatia,MT22393,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Bhatia,PhD22394,CSD,2021,444,IOT,9,101,10
Nikhil Bhatia,MT22395,CSB,2022,MOBILE,888,10,DSA,6
Ritu Bhatia,MT22396,CSE,2023,666,GAME,6,303,7
Siddharth Bhatia,PhD22397,ECE,2020,IOT,1111,7,CN,8
Neha Bhatia,MT22398,CSAM,2021,888,OOPD,8,523,9
Kunal Bhatia,MT22399,CSD,2022,GAME,202,9,AI,10
Shruti Bhatia,PhD22400,CSB,2023,1111,OS,10,702,6
Aarav Sethi,MT22401,CSE,2020,OOPD,401,6,NLP,7
Vivaan Sethi,MT22402,ECE,2021,202,DBMS,7,920,8
Aditya Sethi,PhD22403,CSAM,2022,OS,601,8,SEC,9
Vihaan Sethi,MT22404,CSD,2023,401,ML,9,111,10
Arjun Sethi,MT22405,CSB,2020,DBMS,815,10,COA,6
Sai Sethi,PhD22406,CSE,2021,601,CV,6,333,7
Arnav Sethi,MT22407,ECE,2022,ML,1005,7,WEB,8
Ayaan Sethi,MT22408,CSAM,2023,815,TOC,8,555,9
Krishna Sethi,PhD22409,CSD,2020,CV,222,9,CLOUD,10
Ishaan Sethi,MT22410,CSB,2021,1005,ALGO,10,777,6
Shaurya Sethi,MT22411,CSE,2022,TOC,444,6,CYBER,7
Atharv Sethi,PhD22412,ECE,2023,222,MOBILE,7,999,8
Advik Sethi,MT22413,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Sethi,MT22414,CSD,2021,444,IOT,9,101,10
Reyansh Sethi,PhD22415,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Sethi,MT22416,CSE,2023,666,GAME,6,303,7
Diya Sethi,MT22417,ECE,2020,IOT,1111,7,CN,8
Saanvi Sethi,PhD22418,CSAM,2021,888,OOPD,8,523,9
Ananya Sethi,MT22419,CSD,2022,GAME,202,9,AI,10
Pari Sethi,MT22420,CSB,2023,1111,OS,10,702,6
Navya Sethi,PhD22421,CSE,2020,OOPD,401,6,NLP,7
Angel Sethi,MT22422,ECE,2021,202,DBMS,7,920,8
Ira Sethi,MT22423,CSAM,2022,OS,601,8,SEC,9
Prisha Sethi,PhD22424,CSD,2023,401,ML,9,111,10
Anaya Sethi,MT22425,CSB,2020,DBMS,815,10,COA,6
Ravi Sethi,MT22426,CSE,2021,601,CV,6,333,7
Priya Sethi,PhD22427,ECE,2022,ML,1005,7,WEB,8
Amit Sethi,MT22428,CSAM,2023,815,TOC,8,555,9
Sneha Sethi,MT22429,CSD,2020,CV,222,9,CLOUD,10
Karan Sethi,PhD22430,CSB,2021,1005,ALGO,10,777,6
Nisha Sethi,MT22431,CSE,2022,TOC,444,6,CYBER,7
Rahul Sethi,MT22432,ECE,2023,222,MOBILE,7,999,8
Divya Sethi,PhD22433,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Sethi,MT22434,CSD,2021,444,IOT,9,101,10
Rohan Sethi,MT22435,CSB,2022,MOBILE,888,10,DSA,6
Anjali Sethi,PhD22436,CSE,2023,666,GAME,6,303,7
Vikram Sethi,MT22437,ECE,2020,IOT,1111,7,CN,8
Pooja Sethi,MT22438,CSAM,2021,888,OOPD,8,523,9
Aryan Sethi,PhD22439,CSD,2022,GAME,202,9,AI,10
Kavya Sethi,MT22440,CSB,2023,1111,OS,10,702,6
Aakash Sethi,MT22441,CSE,2020,OOPD,401,6,NLP,7
Simran Sethi,PhD22442,ECE,2021,202,DBMS,7,920,8
Varun Sethi,MT22443,CSAM,2022,OS,601,8,SEC,9
Tanvi Sethi,MT22444,CSD,2023,401,ML,9,111,10
Nikhil Sethi,PhD22445,CSB,2020,DBMS,815,10,COA,6
Ritu Sethi,MT22446,CSE,2021,601,CV,6,333,7
Siddharth Sethi,MT22447,ECE,2022,ML,1005,7,WEB,8
Neha Sethi,PhD22448,CSAM,2023,815,TOC,8,555,9
Kunal Sethi,MT22449,CSD,2020,CV,222,9,CLOUD,10
Shruti Sethi,MT22450,CSB,2021,1005,ALGO,10,777,6
Aarav Arora,2021008,CS,2022,TOC,444,6,CYBER,7
Vivaan Arora,MT22452,ECE,2023,222,MOBILE,7,999,8
Aditya Arora,MT22453,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Arora,PhD22454,CSD,2021,444,IOT,9,101,10
Arjun Arora,MT22455,CSB,2022,MOBILE,888,10,DSA,6
Sai Arora,MT22456,CSE,2023,666,GAME,6,303,7
Arnav Arora,PhD22457,ECE,2020,IOT,1111,7,CN,8
Ayaan Arora,MT22458,CSAM,2021,888,OOPD,8,523,9
Krishna Arora,MT22459,CSD,2022,GAME,202,9,AI,10
Ishaan Arora,PhD22460,CSB,2023,1111,OS,10,702,6
Shaurya Arora,MT22461,CSE,2020,OOPD,401,6,NLP,7
Atharv Arora,MT22462,ECE,2021,202,DBMS,7,920,8
Advik Arora,PhD22463,CSAM,2022,OS,601,8,SEC,9
Pranav Arora,MT22464,CSD,2023,401,ML,9,111,10
Reyansh Arora,MT22465,CSB,2020,DBMS,815,10,COA,6
Aaradhya Arora,PhD22466,CSE,2021,601,CV,6,333,7
Diya Arora,MT22467,ECE,2022,ML,1005,7,WEB,8
Saanvi Arora,MT22468,CSAM,2023,815,TOC,8,555,9
Ananya Arora,PhD22469,CSD,2020,CV,222,9,CLOUD,10
Pari Arora,MT22470,CSB,2021,1005,ALGO,10,777,6
Navya Arora,MT22471,CSE,2022,TOC,444,6,CYBER,7
Angel Arora,PhD22472,ECE,2023,222,MOBILE,7,999,8
Ira Arora,MT22473,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Arora,MT22474,CSD,2021,444,IOT,9,101,10
Anaya Arora,PhD22475,CSB,2022,MOBILE,888,10,DSA,6
Ravi Arora,MT22476,CSE,2023,666,GAME,6,303,7
Priya Arora,MT22477,ECE,2020,IOT,1111,7,CN,8
Amit Arora,PhD22478,CSAM,2021,888,OOPD,8,523,9
Sneha Arora,MT22479,CSD,2022,GAME,202,9,AI,10
Karan Arora,MT22480,CSB,2023,1111,OS,10,702,6
Nisha Arora,PhD22481,CSE,2020,OOPD,401,6,NLP,7
Rahul Arora,MT22482,ECE,2021,202,DBMS,7,920,8
Divya Arora,MT22483,CSAM,2022,OS,601,8,SEC,9
Meera Arora,PhD22484,CSD,2023,401,ML,9,111,10
Rohan Arora,MT22485,CSB,2020,DBMS,815,10,COA,6
Anjali Arora,MT22486,CSE,2021,601,CV,6,333,7
Vikram Arora,PhD22487,ECE,2022,ML,1005,7,WEB,8
Pooja Arora,MT22488,CSAM,2023,815,TOC,8,555,9
Aryan Arora,MT22489,CSD,2020,CV,222,9,CLOUD,10
Kavya Arora,PhD22490,CSB,2021,1005,ALGO,10,777,6
Aakash Arora,MT22491,CSE,2022,TOC,444,6,CYBER,7
Simran Arora,MT22492,ECE,2023,222,MOBILE,7,999,8
Varun Arora,PhD22493,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Arora,MT22494,CSD,2021,444,IOT,9,101,10
Nikhil Arora,MT22495,CSB,2022,MOBILE,888,10,DSA,6
Ritu Arora,PhD22496,CSE,2023,666,GAME,6,303,7
Siddharth Arora,MT22497,ECE,2020,IOT,1111,7,CN,8
Neha Arora,MT22498,CSAM,2021,888,OOPD,8,523,9
Kunal Arora,PhD22499,CSD,2022,GAME,202,9,AI,10
Shruti Arora,MT22500,CSB,2023,1111,OS,10,702,6
Aarav Saxena,MT22501,CSE,2020,OOPD,401,6,NLP,7
Vivaan Saxena,PhD22502,ECE,2021,202,DBMS,7,920,8
Aditya Saxena,MT22503,CSAM,2022,OS,601,8,SEC,9
Vihaan Saxena,MT22504,CSD,2023,401,ML,9,111,10
Arjun Saxena,PhD22505,CSB,2020,DBMS,815,10,COA,6
Sai Saxena,MT22506,CSE,2021,601,CV,6,333,7
Arnav Saxena,MT22507,ECE,2022,ML,1005,7,WEB,8
Ayaan Saxena,PhD22508,CSAM,2023,815,TOC,8,555,9
Krishna Saxena,MT22509,CSD,2020,CV,222,9,CLOUD,10
Ishaan Saxena,MT22510,CSB,2021,1005,ALGO,10,777,6
Shaurya Saxena,PhD22511,CSE,2022,TOC,444,6,CYBER,7
Atharv Saxena,MT22512,ECE,2023,222,MOBILE,7,999,8
Advik Saxena,MT22513,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Saxena,PhD22514,CSD,2021,444,IOT,9,101,10
Reyansh Saxena,MT22515,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Saxena,MT22516,CSE,2023,666,GAME,6,303,7
Diya Saxena,PhD22517,ECE,2020,IOT,1111,7,CN,8
Saanvi Saxena,MT22518,CSAM,2021,888,OOPD,8,523,9
Ananya Saxena,MT22519,CSD,2022,GAME,202,9,AI,10
Pari Saxena,PhD22520,CSB,2023,1111,OS,10,702,6
Navya Saxena,MT22521,CSE,2020,OOPD,401,6,NLP,7
Angel Saxena,MT22522,ECE,2021,202,DBMS,7,920,8
Ira Saxena,PhD22523,CSAM,2022,OS,601,8,SEC,9
Prisha Saxena,MT22524,CSD,2023,401,ML,9,111,10
Anaya Saxena,MT22525,CSB,2020,DBMS,815,10,COA,6
Ravi Saxena,PhD22526,CSE,2021,601,CV,6,333,7
Priya Saxena,MT22527,ECE,2022,ML,1005,7,WEB,8
Amit Saxena,MT22528,CSAM,2023,815,TOC,8,555,9
Sneha Saxena,PhD22529,CSD,2020,CV,222,9,CLOUD,10
Karan Saxena,MT22530,CSB,2021,1005,ALGO,10,777,6
Nisha Saxena,MT22531,CSE,2022,TOC,444,6,CYBER,7
Rahul Saxena,PhD22532,ECE,2023,222,MOBILE,7,999,8
Divya Saxena,MT22533,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Saxena,MT22534,CSD,2021,444,IOT,9,101,10
Rohan Saxena,PhD22535,CSB,2022,MOBILE,888,10,DSA,6
Anjali Saxena,MT22536,CSE,2023,666,GAME,6,303,7
Vikram Saxena,MT22537,ECE,2020,IOT,1111,7,CN,8
Pooja Saxena,PhD22538,CSAM,2021,888,OOPD,8,523,9
Aryan Saxena,MT22539,CSD,2022,GAME,202,9,AI,10
Kavya Saxena,MT22540,CSB,2023,1111,OS,10,702,6
Aakash Saxena,PhD22541,CSE,2020,OOPD,401,6,NLP,7
Simran Saxena,MT22542,ECE,2021,202,DBMS,7,920,8
Varun Saxena,MT22543,CSAM,2022,OS,601,8,SEC,9
Tanvi Saxena,PhD22544,CSD,2023,401,ML,9,111,10
Nikhil Saxena,MT22545,CSB,2020,DBMS,815,10,COA,6
Ritu Saxena,MT22546,CSE,2021,601,CV,6,333,7
Siddharth Saxena,PhD22547,ECE,2022,ML,1005,7,WEB,8
Neha Saxena,MT22548,CSAM,2023,815,TOC,8,555,9
Kunal Saxena,MT22549,CSD,2020,CV,222,9,CLOUD,10
Shruti Saxena,PhD22550,CSB,2021,1005,ALGO,10,777,6
Aarav Mishra,MT22551,CSE,2022,TOC,444,6,CYBER,7
Vivaan Mishra,MT22552,ECE,2023,222,MOBILE,7,999,8
Aditya Mishra,PhD22553,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Mishra,MT22554,CSD,2021,444,IOT,9,101,10
Arjun Mishra,MT22555,CSB,2022,MOBILE,888,10,DSA,6
Sai Mishra,PhD22556,CSE,2023,666,GAME,6,303,7
Arnav Mishra,MT22557,ECE,2020,IOT,1111,7,CN,8
Ayaan Mishra,MT22558,CSAM,2021,888,OOPD,8,523,9
Krishna Mishra,PhD22559,CSD,2022,GAME,202,9,AI,10
Ishaan Mishra,MT22560,CSB,2023,1111,OS,10,702,6
Shaurya Mishra,MT22561,CSE,2020,OOPD,401,6,NLP,7
Atharv Mishra,PhD22562,ECE,2021,202,DBMS,7,920,8
Advik Mishra,MT22563,CSAM,2022,OS,601,8,SEC,9
Pranav Mishra,MT22564,CSD,2023,401,ML,9,111,10
Reyansh Mishra,PhD22565,CSB,2020,DBMS,815,10,COA,6
Aaradhya Mishra,MT22566,CSE,2021,601,CV,6,333,7
Diya Mishra,MT22567,ECE,2022,ML,1005,7,WEB,8
Saanvi Mishra,PhD22568,CSAM,2023,815,TOC,8,555,9
Ananya Mishra,MT22569,CSD,2020,CV,222,9,CLOUD,10
Pari Mishra,MT22570,CSB,2021,1005,ALGO,10,777,6
Navya Mishra,PhD22571,CSE,2022,TOC,444,6,CYBER,7
Angel Mishra,MT22572,ECE,2023,222,MOBILE,7,999,8
Ira Mishra,MT22573,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Mishra,PhD22574,CSD,2021,444,IOT,9,101,10
Anaya Mishra,MT22575,CSB,2022,MOBILE,888,10,DSA,6
Ravi Mishra,MT22576,CSE,2023,666,GAME,6,303,7
Priya Mishra,PhD22577,ECE,2020,IOT,1111,7,CN,8
Amit Mishra,MT22578,CSAM,2021,888,OOPD,8,523,9
Sneha Mishra,MT22579,CSD,2022,GAME,202,9,AI,10
Karan Mishra,PhD22580,CSB,2023,1111,OS,10,702,6
Nisha Mishra,MT22581,CSE,2020,OOPD,401,6,NLP,7
Rahul Mishra,MT22582,ECE,2021,202,DBMS,7,920,8
Divya Mishra,PhD22583,CSAM,2022,OS,601,8,SEC,9
Meera Mishra,MT22584,CSD,2023,401,ML,9,111,10
Rohan Mishra,MT22585,CSB,2020,DBMS,815,10,COA,6
Anjali Mishra,PhD22586,CSE,2021,601,CV,6,333,7
Vikram Mishra,MT22587,ECE,2022,ML,1005,7,WEB,8
Pooja Mishra,MT22588,CSAM,2023,815,TOC,8,555,9
Aryan Mishra,PhD22589,CSD,2020,CV,222,9,CLOUD,10
Kavya Mishra,MT22590,CSB,2021,1005,ALGO,10,777,6
Aakash Mishra,MT22591,CSE,2022,TOC,444,6,CYBER,7
Simran Mishra,PhD22592,ECE,2023,222,MOBILE,7,999,8
Varun Mishra,MT22593,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Mishra,MT22594,CSD,2021,444,IOT,9,101,10
Nikhil Mishra,PhD22595,CSB,2022,MOBILE,888,10,DSA,6
Ritu Mishra,MT22596,CSE,2023,666,GAME,6,303,7
Siddharth Mishra,MT22597,ECE,2020,IOT,1111,7,CN,8
